Frequency,Port1,Port2,
4999734000,1.499993118e-06,0.00016026714,
4999735000,9.555978977e-07,0.0001096202104,
4999736000,1.716694555e-06,0.0001976441126,
4999737000,1.293786227e-06,0.0001470613643,
4999738000,1.072780151e-06,0.0001347621728,
4999739000,1.107533649e-06,0.0001721730659,
4999740000,1.860593784e-06,0.0002712263667,
4999741000,1.688490897e-06,0.0001301814918,
4999742000,1.136474111e-06,9.890882939e-05,
4999743000,2.031533995e-06,0.0001348902879,
4999744000,1.208247568e-06,0.0001765102643,
4999745000,1.941498795e-06,0.0002228691301,
4999746000,2.362776286e-06,0.0001399469475,
4999747000,1.223975914e-06,0.0002012183832,
4999748000,1.596010748e-06,0.0001920062496,
4999749000,1.022654601e-06,0.0001510829752,
4999750000,1.851501224e-06,0.0001442359062,
4999751000,1.297798349e-06,0.0001767042122,
4999752000,1.589733074e-06,9.80022669e-05,
4999753000,2.069689117e-06,0.0002103721199,
4999754000,2.345899702e-06,0.0001738926076,
4999755000,1.686022529e-06,0.0002557814296,
4999756000,1.180880986e-06,0.0001491203002,
4999757000,1.137627578e-06,0.0001588580635,
4999758000,1.93775486e-06,0.0001805136708,
4999759000,1.514012638e-06,0.0002319899213,
4999760000,2.674941925e-06,0.0001392630365,
4999761000,1.087748501e-06,0.0001013825677,
4999762000,1.555592007e-06,0.0001372418192,
4999763000,1.518266686e-06,0.00014345815,
4999764000,1.858632572e-06,0.0001103054747,
4999765000,1.02051024e-06,0.000209666061,
4999766000,1.227668804e-06,0.0001769460796,
4999767000,2.493155307e-06,0.0001658570691,
4999768000,2.973681376e-06,0.0001874707377,
4999769000,1.674571536e-06,0.0001441692002,
4999770000,1.038134883e-06,0.0001152777913,
4999771000,1.411611038e-06,0.0001202577696,
4999772000,1.154752226e-06,0.0001279764983,
4999773000,1.578030947e-06,0.0001569021988,
4999774000,1.050930791e-06,0.0001249960624,
4999775000,1.424982997e-06,0.0001235603413,
4999776000,1.942515837e-06,0.0001798138255,
4999777000,1.327921723e-06,0.0001130921446,
4999778000,1.562506327e-06,0.00014801418,
4999779000,1.397108463e-06,0.0001533028262,
4999780000,1.329517545e-06,0.0001113049002,
4999781000,1.510096581e-06,0.0001531733142,
4999782000,1.285290864e-06,0.0001717511914,
4999783000,1.321753302e-06,0.000129214648,
4999784000,1.491909416e-06,0.000153654124,
4999785000,1.536085279e-06,0.0001178205857,
4999786000,2.394022431e-06,0.0001372402912,
4999787000,1.629659096e-06,0.000186192221,
4999788000,1.265400556e-06,9.837683319e-05,
4999789000,1.567046183e-06,0.0001124984265,
4999790000,1.159098474e-06,0.0001654892985,
4999791000,1.284528253e-06,0.0001716685656,
4999792000,1.62735455e-06,0.0001476618054,
4999793000,1.836487399e-06,0.0001345260243,
4999794000,1.799008714e-06,0.0001615905057,
4999795000,2.565082013e-06,0.000133781461,
4999796000,1.678450644e-06,0.0002323416556,
4999797000,1.724556341e-06,0.0001894614688,
4999798000,1.781321998e-06,0.0001755665871,
4999799000,1.650579748e-06,0.0001960282534,
4999800000,1.081267669e-06,0.0001741419837,
4999801000,1.113219014e-06,0.0001711555524,
4999802000,1.499176619e-06,0.0001811418915,
4999803000,2.076405963e-06,0.0002483232238,
4999804000,1.775802048e-06,0.0001244135492,
4999805000,2.632708629e-06,0.0001150371972,
4999806000,1.315463919e-06,0.0002125034371,
4999807000,2.43821205e-06,0.0001212326824,
4999808000,1.480139758e-06,0.0001770314411,
4999809000,1.264215712e-06,0.0001260903809,
4999810000,1.029424539e-06,0.0001339339506,
4999811000,9.11388554e-07,0.0002503587457,
4999812000,2.051870979e-06,0.0001732033124,
4999813000,1.377239983e-06,0.000141810975,
4999814000,1.450167019e-06,0.0001119127846,
4999815000,1.210911705e-06,0.0001277692354,
4999816000,1.26004727e-06,9.946020145e-05,
4999817000,8.506764289e-07,0.0001622175332,
4999818000,1.080138759e-06,0.0002458500967,
4999819000,1.349919785e-06,0.0001243672596,
4999820000,1.047571914e-06,0.0001245781459,
4999821000,1.982381946e-06,0.0001694609382,
4999822000,1.531008706e-06,0.0001563528931,
4999823000,1.688878683e-06,0.000132031797,
4999824000,1.602740781e-06,0.0001223614527,
4999825000,1.495293191e-06,0.0001736970153,
4999826000,1.573496434e-06,0.0002674032585,
4999827000,1.757560881e-06,9.621392383e-05,
4999828000,1.884198241e-06,0.0001173302371,
4999829000,1.591206683e-06,0.0001641492854,
4999830000,2.014066467e-06,0.0001493019372,
4999831000,1.99437045e-06,0.0001853184222,
4999832000,1.111400138e-06,0.0001331894164,
4999833000,1.924284106e-06,8.653001714e-05,
4999834000,1.536117225e-06,0.0002255625732,
4999835000,1.339735377e-06,0.0001446419774,
4999836000,3.189167273e-06,0.0001779572194,
4999837000,1.578743195e-06,0.0001869100088,
4999838000,1.837571176e-06,0.0001560057426,
4999839000,1.941393975e-06,0.0001556494681,
4999840000,1.336043283e-06,0.0001567802829,
4999841000,1.533401473e-06,0.0001365973585,
4999842000,1.360346459e-06,0.0001663893054,
4999843000,1.575693886e-06,0.0001571960893,
4999844000,1.956191909e-06,0.0001353519328,
4999845000,1.530144232e-06,0.0001602872508,
4999846000,1.039546532e-06,0.0002052558702,
4999847000,1.471465907e-06,0.0001169551833,
4999848000,1.249315687e-06,0.0002174901747,
4999849000,1.379493028e-06,0.0001544318511,
4999850000,1.478715035e-06,0.000202893294,
4999851000,1.125633162e-06,0.0001748500072,
4999852000,1.254307563e-06,0.0001974463812,
4999853000,1.129969291e-06,0.0001012905632,
4999854000,1.202836415e-06,0.0001075498221,
4999855000,1.254606332e-06,0.0001988242002,
4999856000,1.432571594e-06,0.0002067737951,
4999857000,1.327424457e-06,9.208435222e-05,
4999858000,1.639443667e-06,0.0001877958566,
4999859000,1.371641588e-06,0.0001180066611,
4999860000,1.94883205e-06,0.000174970206,
4999861000,1.065062065e-06,0.0001515184849,
4999862000,1.794076752e-06,0.0003123026981,
4999863000,2.163244972e-06,0.0001969781442,
4999864000,1.982733693e-06,0.0002356485784,
4999865000,1.873955284e-06,0.0001768057409,
4999866000,1.590249326e-06,0.0002198069269,
4999867000,1.799963798e-06,0.0001582726109,
4999868000,2.338230161e-06,0.0001836775482,
4999869000,1.279825483e-06,0.0002000713721,
4999870000,1.878172043e-06,0.0001721706794,
4999871000,1.444718691e-06,0.0001444056979,
4999872000,8.750043889e-07,0.0001266021864,
4999873000,1.290116302e-06,0.0002156943228,
4999874000,8.087352512e-07,0.0002674001735,
4999875000,1.348616934e-06,0.0001392626873,
4999876000,7.865140219e-07,0.0001773130207,
4999877000,1.736437071e-06,0.000274532591,
4999878000,2.118342309e-06,0.0001481190702,
4999879000,2.010993512e-06,0.0001543540566,
4999880000,2.654751142e-06,0.0001379038877,
4999881000,1.399363214e-06,0.000278826803,
4999882000,1.439022299e-06,0.0001713912934,
4999883000,1.903897214e-06,0.0001826084626,
4999884000,1.373198643e-06,0.000134955917,
4999885000,2.223008551e-06,0.0003064936318,
4999886000,1.498911843e-06,0.0002326845715,
4999887000,9.817511e-07,0.0001783650077,
4999888000,2.100706297e-06,0.0001811632392,
4999889000,1.494816956e-06,0.0002231978433,
4999890000,1.548425416e-06,0.0001438525942,
4999891000,1.302281021e-06,0.0001905409299,
4999892000,1.659787017e-06,0.0003188337432,
4999893000,1.749531862e-06,0.0002066315064,
4999894000,1.127342784e-06,0.0002540622954,
4999895000,1.131407316e-06,0.0002252035483,
4999896000,1.536681452e-06,0.0001283960883,
4999897000,2.235072543e-06,0.0001852830756,
4999898000,1.319003331e-06,0.0001612817869,
4999899000,2.317392273e-06,0.0003531007387,
4999900000,1.29081559e-06,0.0002197222057,
4999901000,1.129854695e-06,0.0002377475466,
4999902000,1.755813742e-06,0.0002427849686,
4999903000,1.699336849e-06,0.0002546443138,
4999904000,2.129963605e-06,0.0001863681246,
4999905000,2.091122496e-06,0.0001291378576,
4999906000,2.112722541e-06,0.0003113212588,
4999907000,1.620370085e-06,0.0002415958297,
4999908000,1.406373258e-06,0.0002682445047,
4999909000,1.253070309e-06,0.0002854326449,
4999910000,2.064295131e-06,0.0002362651576,
4999911000,1.553774609e-06,0.0002230923274,
4999912000,1.355436552e-06,0.0002088135807,
4999913000,1.611248422e-06,0.000196744164,
4999914000,1.383547669e-06,0.0002083360305,
4999915000,1.550382763e-06,0.0002149257052,
4999916000,1.248875833e-06,0.0002595750266,
4999917000,1.272279292e-06,0.0001842423953,
4999918000,2.380328397e-06,0.0002823575342,
4999919000,2.65777885e-06,0.0002148116619,
4999920000,1.583541348e-06,0.0002415814233,
4999921000,1.677290811e-06,0.0002275105362,
4999922000,1.194155971e-06,0.0002994465758,
4999923000,1.209776656e-06,0.00029622289,
4999924000,2.01297712e-06,0.0003147938114,
4999925000,1.232109639e-06,0.0001998856023,
4999926000,1.379533387e-06,0.0002685936633,
4999927000,1.547864031e-06,0.0002607219794,
4999928000,1.511220603e-06,0.0003820505517,
4999929000,2.035299303e-06,0.0003121872141,
4999930000,1.413714358e-06,0.0002081004059,
4999931000,1.402120802e-06,0.0002555969113,
4999932000,1.768030756e-06,0.0004815124557,
4999933000,1.604179943e-06,0.0002481158008,
4999934000,1.65335905e-06,0.0003448397329,
4999935000,1.57969771e-06,0.0002908380993,
4999936000,1.68515669e-06,0.0002880904067,
4999937000,1.82540316e-06,0.000146379607,
4999938000,1.204220894e-06,0.0003160175402,
4999939000,1.888321776e-06,0.0005003571277,
4999940000,1.390850343e-06,0.0003226626723,
4999941000,1.311399728e-06,0.000262254558,
4999942000,2.442497134e-06,0.0003734365164,
4999943000,1.138894277e-06,0.0002965640742,
4999944000,1.417933277e-06,0.0002668209781,
4999945000,2.008791171e-06,0.0002650879323,
4999946000,1.728349048e-06,0.00037542067,
4999947000,1.222970468e-06,0.0002487653983,
4999948000,1.600261271e-06,0.0002881193068,
4999949000,1.420042508e-06,0.0002325366659,
4999950000,1.382624077e-06,0.0001868400141,
4999951000,1.78460698e-06,0.0002423624101,
4999952000,1.487689588e-06,0.000218168163,
4999953000,1.456629661e-06,0.0002437180519,
4999954000,1.673739462e-06,0.0003066064673,
4999955000,1.478792228e-06,0.0002807192213,
4999956000,2.026110451e-06,0.0002433935297,
4999957000,1.348819751e-06,0.0002904654539,
4999958000,1.135114076e-06,0.0003511666437,
4999959000,1.941754363e-06,0.0002507348836,
4999960000,1.061844159e-06,0.0002037215891,
4999961000,1.125543122e-06,0.0003160942579,
4999962000,1.633728175e-06,0.000376287644,
4999963000,1.554177629e-06,0.0002424570412,
4999964000,1.867569495e-06,0.0002455065842,
4999965000,1.587953875e-06,0.000242922164,
4999966000,1.426892823e-06,0.0003133298305,
4999967000,1.248559443e-06,0.0002818265639,
4999968000,1.791118848e-06,0.0005204536719,
4999969000,1.774768521e-06,0.0002567727061,
4999970000,9.559363434e-07,0.0004092165036,
4999971000,2.115531061e-06,0.0003565908701,
4999972000,1.542966857e-06,0.0003030716325,
4999973000,1.212972393e-06,0.0002473419299,
4999974000,9.505078538e-07,0.0003267033317,
4999975000,2.272488246e-06,0.0004657678364,
4999976000,2.310357331e-06,0.0003042119497,
4999977000,1.309106324e-06,0.0002800374932,
4999978000,1.212488201e-06,0.0003071741667,
4999979000,1.512160452e-06,0.0002522337018,
4999980000,2.5055067e-06,0.000325924746,
4999981000,2.220099987e-06,0.000323769782,
4999982000,2.163394356e-06,0.0003400112037,
4999983000,8.652423844e-07,0.0002628855291,
4999984000,1.65447716e-06,0.000316520076,
4999985000,1.759001748e-06,0.0003436661209,
4999986000,8.912847989e-07,0.0003582319478,
4999987000,2.193085038e-06,0.0001951544837,
4999988000,1.825173285e-06,0.0003168125695,
4999989000,1.210641699e-06,0.0003149661934,
4999990000,1.357511337e-06,0.0002526499738,
4999991000,2.232083943e-06,0.0003863906313,
4999992000,1.977754437e-06,0.0002581092995,
4999993000,1.906023272e-06,0.0004372479743,
4999994000,1.74906188e-06,0.000218180212,
4999995000,1.167374194e-06,0.0002505484445,
4999996000,1.443679821e-06,0.0001826397638,
4999997000,1.463747026e-06,0.0004107016139,
4999998000,1.324906975e-06,0.0002592999081,
4999999000,1.878328476e-06,0.0002775742323,
5000000000,1.969355435e-05,0.0003434520622,
5000001000,1.579986019e-06,0.0002456556249,
5000002000,2.256714652e-06,0.0003596502356,
5000003000,1.252804736e-06,0.0002658116282,
5000004000,1.557744099e-06,0.00042937533,
5000005000,0.0002699609613,0.1591973156,
5000006000,3.185949481e-06,0.0004797489382,
5000007000,1.595024969e-06,0.0003390276979,
5000008000,1.247153591e-06,0.0003207615227,
5000009000,2.382859975e-06,0.0003081485629,
5000010000,2.219492217e-06,0.0002919190738,
5000011000,2.03761374e-06,0.0002108135814,
5000012000,1.149761488e-06,0.00021823516,
5000013000,1.35274172e-06,0.0001951699232,
5000014000,2.062356089e-06,0.0003112084232,
5000015000,1.313038297e-06,0.0003776204831,
5000016000,1.022300353e-06,0.0001839628094,
5000017000,1.09885309e-06,0.0003778177197,
5000018000,1.41592102e-06,0.0004025144735,
5000019000,1.835913395e-06,0.0002310702694,
5000020000,1.781324613e-06,0.0003881745506,
5000021000,1.549722356e-06,0.0002515925444,
5000022000,1.534764351e-06,0.0003705599811,
5000023000,1.611383027e-06,0.0001956984925,
5000024000,1.338829634e-06,0.0001687030745,
5000025000,1.838847197e-06,0.0002433702757,
5000026000,1.430321504e-06,0.0002124569146,
5000027000,1.180494337e-06,0.0002794515167,
5000028000,2.071968083e-06,0.0004323693865,
5000029000,1.680688115e-06,0.0003212481679,
5000030000,2.902278766e-06,0.0004019112384,
5000031000,1.434650812e-06,0.0001980421221,
5000032000,1.612897677e-06,0.0002792569285,
5000033000,3.075518634e-06,0.0003021725279,
5000034000,1.409891865e-06,0.0001345034543,
5000035000,1.778572255e-06,0.0002376985794,
5000036000,1.592032618e-06,0.0004663414729,
5000037000,1.269747713e-06,0.0003564944491,
5000038000,1.589381213e-06,0.0002062307321,
5000039000,1.137086997e-06,0.0003381609567,
5000040000,2.293904117e-06,0.0002053190401,
5000041000,1.507985758e-06,0.0004237528192,
5000042000,1.701257133e-06,0.0001639656402,
5000043000,1.678472927e-06,0.0003229597351,
5000044000,1.086745669e-06,0.0003000297584,
5000045000,1.513929305e-06,0.0003445257898,
5000046000,1.475515887e-06,0.0002888374729,
5000047000,1.479013576e-06,0.0003520757309,
5000048000,1.762645525e-06,0.0003530531831,
5000049000,1.576260843e-06,0.0003386193421,
5000050000,2.198384209e-06,0.0001958271314,
5000051000,9.509959682e-07,0.0003633726446,
5000052000,1.618900683e-06,0.0003408176708,
5000053000,1.466785761e-06,0.0002820966765,
5000054000,2.012618779e-06,0.0003714360064,
5000055000,1.241650693e-06,0.0002749103587,
5000056000,1.205784201e-06,0.0002879697131,
5000057000,2.328812116e-06,0.00030594907,
5000058000,2.122546903e-06,0.0003330493346,
5000059000,1.719155875e-06,0.0002283809736,
5000060000,2.764690635e-06,0.0002815656189,
5000061000,1.512336212e-06,0.0002299356565,
5000062000,1.67259941e-06,0.0003510303213,
5000063000,1.868945105e-06,0.0003338340612,
5000064000,2.072775942e-06,0.0004081180377,
5000065000,1.669620815e-06,0.0003039621224,
5000066000,2.557479775e-06,0.0003021689481,
5000067000,1.884378889e-06,0.0001879669289,
5000068000,1.411395942e-06,0.0002364551765,
5000069000,1.865000741e-06,0.0002133141097,
5000070000,1.03596301e-06,0.0002025292779,
5000071000,7.318573694e-07,0.0001737144339,
5000072000,1.149383934e-06,0.0001866100065,
5000073000,2.070907158e-06,0.0002929314505,
5000074000,2.121989155e-06,0.0003214513708,
5000075000,2.287544476e-06,0.0003618348856,
5000076000,1.601383133e-06,0.0004470745043,
5000077000,1.729492965e-06,0.0002584682952,
5000078000,1.449406e-06,0.0001744133333,
5000079000,1.692478236e-06,0.0002795546898,
5000080000,1.67763676e-06,0.0002845116833,
5000081000,1.637066248e-06,0.0001772031974,
5000082000,2.236732371e-06,0.0001973719627,
5000083000,1.99806027e-06,0.0002914040815,
5000084000,1.730430995e-06,0.0001398788299,
5000085000,1.737481625e-06,0.0002254407009,
5000086000,2.12469763e-06,0.0001811118273,
5000087000,2.024319656e-06,0.0003428668133,
5000088000,1.746224939e-06,0.0001548954315,
5000089000,1.786881398e-06,0.0001977286884,
5000090000,2.137907586e-06,0.0001922887895,
5000091000,2.291812052e-06,0.0001620730327,
5000092000,7.899534467e-07,0.0002310985001,
5000093000,2.240755975e-06,0.0002826966229,
5000094000,1.4378694e-06,0.0001934309257,
5000095000,1.997605978e-06,0.0003073095868,
5000096000,1.948175395e-06,0.0002788182173,
5000097000,1.195429604e-06,0.0003710168821,
5000098000,1.840791242e-06,0.0002029762254,
5000099000,1.179505944e-06,0.0001903602679,
5000100000,1.171617782e-06,0.0001469331037,
5000101000,1.474029546e-06,0.000246478332,
5000102000,1.940008133e-06,0.0002266043302,
5000103000,1.464007482e-06,0.0002154106623,
5000104000,1.180079039e-06,0.0001634837681,
5000105000,1.525281505e-06,0.0003458113351,
5000106000,1.16859519e-06,0.0001668678306,
5000107000,1.236695311e-06,0.0003008022613,
5000108000,1.528443136e-06,0.0001098098219,
